altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
1500,344,374,83,41,33,2.5488066746533358,2.855691186176689,0
1000,282,598,95,45,11,2.088763279048285,1.1595954184045778,1
1000,342,257,91,4,37,4.737613143803346,5.962286126285496,0
2500,307,553,55,46,25,3.8000549223540676,5.563070615181504,1
2500,304,445,5,22,22,5.6731837402724645,4.037644866861964,0
500,427,182,89,19,17,5.030635052518404,2.536860897769597,0
100,378,428,35,10,2,5.95943534839375,5.1291510327233825,0
1500,355,483,92,7,15,4.936365190520429,3.0016744540247124,0
1500,492,217,35,33,39,4.431307023069525,2.5746415908306433,0
500,353,365,10,44,33,3.1535440425498957,4.820412088053261,0
1500,231,190,86,8,2,1.0688208928567213,2.066779857096875,0
2000,271,382,19,19,17,2.2982910171331574,3.241061289151923,0
50,703,184,49,14,16,2.067778070845709,3.102016273065002,1
1000,456,494,74,45,17,5.491257234532838,4.931557184630453,0
100,749,175,6,14,39,3.362378762044632,4.383207028537366,1
50,614,248,23,12,2,3.2297826723472887,1.0820155011929886,0
1500,642,592,26,30,6,2.7371527831467235,5.605906302807329,1
2000,711,489,64,39,2,1.8609559446070532,4.175774320086539,1
2000,447,527,35,50,33,3.7699135473755963,1.126367185395066,1
2000,559,237,47,0,12,1.8535843462704429,3.034735225561543,0
2000,543,214,67,42,29,5.606744290634928,3.477819102220669,0
50,339,220,95,14,38,2.3393783907935353,5.975298939409977,0
2000,269,300,86,9,39,3.0155644703448834,1.264145421278994,0
500,665,329,33,17,29,1.2248233228520964,1.0543374376549326,0
500,702,384,77,3,39,2.932507733850663,1.0159065745394948,1
2000,499,332,88,23,4,5.116275561632363,1.9063194544810345,0
100,569,294,75,29,39,4.545295750381373,2.581579251145224,0
1500,368,158,62,1,18,1.6780985939047723,3.4092031622421075,0
2000,462,589,65,1,29,4.448914936436322,1.028715740460974,1
50,309,590,71,20,40,2.501102918466076,3.722015086214677,1
2500,768,187,88,26,12,5.166323233458126,1.582430731741842,1
2500,760,171,85,23,38,3.837438481143095,1.388497982435065,1
2500,557,315,68,9,16,5.588035060495893,1.1348982314698048,0
2000,672,594,35,26,35,4.643127771312258,4.36932981658854,1
50,499,227,12,40,29,3.965338279155782,4.530780022535197,0
1500,359,461,48,50,7,1.8317916632348854,2.8727627338971518,0
2500,204,599,8,28,31,3.6410433438014893,3.378277424841941,1
2000,469,525,9,8,3,4.705835294165532,2.687399249970722,1
50,701,522,75,7,23,1.1646520013764652,5.484187118294016,1
1000,715,313,95,18,11,3.1383296581837925,1.787099049094796,1
1500,690,237,79,17,34,5.0653685175970775,2.8947226319553803,0
500,580,170,2,2,31,3.7768783708531024,2.5785436886504574,0
50,586,210,83,26,4,5.18503525313004,1.3725806337574094,0
1500,298,262,19,26,35,3.022982457911573,1.1505456218747776,0
50,428,176,62,37,15,3.254354278749196,2.4083348798482476,0
3000,368,279,47,45,11,2.2719625769022924,5.155274254999591,0
3000,631,415,99,28,36,4.123953695370753,1.5456716943266198,0
1500,421,151,64,34,25,4.682691680060751,1.4038620114159308,0
2000,745,269,53,48,37,4.17766542257087,4.801788585458846,1
2000,243,440,57,29,28,2.9033309915502263,1.7379304718831632,0
50,617,457,97,7,6,4.3435438840930995,2.432015523523095,0
2000,371,213,57,1,25,5.280205288664571,5.536548402778171,0
500,293,372,90,11,28,2.8331609980742707,5.309166902503475,0
100,231,243,91,34,11,1.559578738774273,5.946556529239609,0
50,353,454,88,5,7,5.553202470751869,3.297672908805391,0
3000,448,353,71,50,6,5.886156405208416,2.5590535853404184,0
500,347,587,65,17,8,3.80589194863726,4.72929928773908,1
50,517,150,69,42,3,5.99209963575324,4.134114228782267,0
3000,603,360,50,20,12,1.2226347658903682,2.9802096178345603,0
1500,628,406,45,27,16,1.5218569891332452,5.820063835226512,0
3000,545,385,57,0,30,2.797129746896905,5.0666543087060445,0
2000,243,162,5,40,36,1.6312872670320173,5.014080434927904,0
100,463,482,6,31,28,2.226838018974767,2.296924677925504,0
50,718,222,57,50,27,2.546383044736709,5.656182696561904,1
3000,703,264,36,47,39,1.2961658611168976,3.0994114115071065,1
2500,342,270,70,9,33,2.36510136406562,1.1882554415007127,0
3000,753,570,18,47,9,1.4951806803870133,5.884863951711543,1
2000,674,234,59,21,10,4.849806465485347,3.49150880245743,0
500,212,507,74,50,33,1.3638856467556384,3.417005171355105,1
1500,206,532,45,31,1,2.282516095170765,3.9795828937998166,1
3000,410,254,37,10,18,1.9170062874522706,2.5896648044794492,0
100,668,321,33,21,36,2.007214751504892,5.545115906626485,0
50,726,236,16,44,23,2.2481525287450785,5.006839706658477,1
1000,208,338,26,15,9,2.054730845242571,2.0559312330323714,0
3000,785,564,49,21,19,2.052636454376878,4.362124371229779,1
2500,620,527,57,40,36,4.634074099391062,2.4797349755732006,1
2500,673,245,30,27,11,1.9057541343545283,4.322703460670297,0
500,488,407,99,1,10,4.259772198607219,4.419637913645428,0
3000,786,268,80,35,14,1.0835462802737974,4.627351503048115,1
500,763,327,44,33,9,1.1562067070859785,4.224456667552307,1
1500,247,203,14,7,1,5.445278926214317,4.531533988080579,0
2000,606,581,29,10,38,3.6792829175857906,4.3334108296833715,1
3000,543,371,15,26,6,2.004077640683158,2.6693423165623864,0
2000,571,582,71,12,38,4.347364688883319,5.034960730258782,1
1000,747,322,68,43,9,4.249318893344643,5.081886540966369,1
3000,614,216,40,44,26,1.057822060899257,3.7973812547024597,0
1000,751,307,96,46,36,2.8755871910628152,4.007165899994817,1
50,508,528,74,3,10,3.3674569968094934,4.532547019710208,1
2000,302,593,3,42,16,5.711362957235554,1.2656654740625313,1
1000,724,388,67,35,26,4.278691283723347,1.526682187880273,1
500,695,384,70,13,0,4.225048384247031,5.785689484917405,0
2500,398,178,36,14,28,3.0207588463528827,1.4514920157832853,0
1000,414,508,97,2,17,2.138196464667265,5.715801807979661,1
50,305,577,57,41,14,4.971645892249747,1.6742359497344463,1
1000,666,297,23,25,5,4.358991588178074,2.2664886088952843,0
50,272,311,30,13,29,1.2642596301045734,5.273637889149191,0
2500,205,548,69,13,38,5.926117124150188,4.635719078382959,1
2000,640,398,35,4,31,5.730729838775039,5.893549622559502,0
2000,536,384,88,25,4,3.1650621498414777,5.070359180110097,0
2500,207,247,87,31,24,3.595859234408169,4.532320307998892,0
500,404,205,49,24,16,4.261885797113424,4.927890840264839,0
100,564,545,38,31,39,4.320154630641033,4.425545475731791,1
2000,243,529,1,8,28,4.083639007772548,3.319682052530651,1
1500,679,377,68,17,3,1.4989357055266308,1.3171315405469877,0
1000,588,384,21,9,32,3.122079743205221,2.8721130701425306,0
2000,556,439,82,38,11,3.9269528333384716,3.604171891117814,0
3000,587,441,70,48,20,5.2317388087226995,2.323124186934354,0
50,674,458,17,38,18,5.937647505207668,4.0815208836022,0
1000,766,514,94,13,3,1.5480217054459686,3.366737760358105,1
2000,689,445,31,34,12,2.921769723213409,1.6249153375341971,0
1500,661,164,42,50,9,5.573552701450475,4.005030995693296,0
1500,494,260,64,23,9,3.5956304699527526,5.812932969351856,0
2000,516,522,40,4,3,3.0606649607741683,2.056738677837446,1
50,354,452,29,13,22,5.5439895827991075,3.3441953556890276,0
3000,386,252,16,50,39,5.575314705605329,4.455108727702541,0
2000,641,455,92,7,36,4.157613560815997,1.0571871194097162,0
2000,248,346,30,11,20,1.4866270688441894,2.0868588599625473,0
3000,660,151,79,27,18,5.053382029107785,1.255160755274556,0
500,506,416,59,2,22,5.3498687505742595,4.173980563726717,0
500,559,410,35,4,26,1.2508517535200439,3.56777027264743,0
3000,756,354,19,34,26,3.9401131705386674,1.931927819760895,1
100,345,358,66,50,17,1.3115619357359145,1.808702150015549,0
100,510,286,15,17,30,1.7349875463579092,4.17457271876742,0
100,398,426,12,23,4,3.401962061181327,3.6502304148826603,0
3000,678,153,61,40,3,5.988199278408342,1.8030365215549573,0
2500,782,316,27,6,23,5.6839875019277875,2.07332178018116,1
3000,425,450,17,8,28,2.7480665656527625,1.915552592446347,0
1000,502,256,23,44,5,1.16802678743282,5.71973994441115,0
1000,212,571,62,12,12,4.547804003757381,1.2259608178375305,1
100,636,285,51,18,7,4.702671214614118,4.777145535963938,0
2500,246,363,58,17,33,4.964715069283743,3.0338372644266096,0
3000,387,385,87,3,16,3.8737321480943128,2.2502149768517317,0
2500,790,446,14,49,23,5.951116933091445,2.084994589260794,1
500,313,473,81,16,0,4.701116568318714,4.886979020465495,0
500,506,186,39,37,6,1.0132427387420875,3.727950954496249,0
1500,538,443,99,25,35,1.3714065237646635,3.5952856121703247,0
1000,741,280,2,30,13,5.9017854487681705,3.6827759687709607,1
1500,435,333,13,25,16,4.779798698558674,4.653524872457748,0
1000,455,549,73,16,2,3.995056067387136,4.784010874742497,1
500,294,557,26,37,34,1.1551407048780722,5.332945195609309,1
3000,793,454,20,50,9,3.851307399065403,5.78761877490835,1
2500,483,483,7,7,10,2.6072930843411912,1.3153432045094362,0
100,479,355,66,38,24,3.570847724218172,4.56394978628915,0
50,328,488,18,47,27,5.647926458474118,4.598262174685175,0
3000,521,185,98,5,22,4.758334499500803,2.172055715096648,0
500,263,550,43,9,18,3.1738912303965954,3.113813416572399,1
3000,632,258,86,30,10,4.714968138747294,1.5334982238609993,0
500,484,439,82,13,35,1.8291387468620788,2.22605671458562,0
2500,485,564,75,18,14,1.6741958680137905,2.0988014476030505,1
2500,235,427,72,18,27,2.2249287078002147,3.8922113547143495,0
50,433,367,38,29,18,2.2149942723468445,2.5253368888861916,0
2500,319,274,50,20,20,5.34399065982534,2.613679220840185,0
1500,366,282,34,20,25,4.782966209191437,4.440901636657304,0
2000,757,554,44,2,4,4.732064067127677,5.527282996901316,1
1000,209,284,50,46,23,2.8459619135238894,1.1797507600754955,0
500,310,276,84,13,7,5.1655441128254616,3.1144323104596525,0
2500,710,364,62,46,22,4.079891118703175,5.1529438340658995,1
2000,395,370,9,44,28,3.759714462609186,2.2601790863205675,0
2500,640,579,83,19,29,5.313823653431887,2.9918288129620927,1
500,787,524,18,30,7,2.9218153361824952,2.989124523286703,1
1000,571,289,27,1,5,2.361094544939818,5.720452907522891,0
50,267,309,45,44,19,3.05343359232695,3.7063405046172546,0
1000,205,278,63,4,10,5.404313420286135,2.7169860040770617,0
1000,262,373,72,36,22,5.569898666541481,4.753639648221994,0
50,387,446,49,46,32,1.4375610544526987,1.1927609224682247,0
500,312,334,68,28,5,1.8931726049964168,5.865634077287958,0
3000,610,343,48,15,1,3.6231803695947473,3.2945791329386434,0
50,280,243,34,46,24,3.1963290852614565,1.3947362499020683,0
1500,315,523,83,8,30,5.216429724113785,2.9536926583813847,1
1000,339,539,55,37,21,3.9607010953082487,3.321437635151462,1
1000,597,368,27,25,32,1.0185679555817453,5.427677942816376,0
1500,626,284,34,42,0,2.274441320935691,2.7949295711088435,0
1500,528,536,90,12,20,5.3288286597667955,2.844566071642994,1
500,447,401,51,43,18,5.242870359197962,3.491836849393732,0
3000,669,480,33,25,12,1.6128318152486183,4.665532763329774,0
1000,524,194,45,1,36,5.529913862260419,5.861579189775444,0
500,642,466,70,29,0,2.5780541489422024,5.488383677388923,0
500,352,153,29,14,15,2.9786458866492582,3.6904596096403406,0
50,695,463,35,47,1,5.349849351003298,1.843737271242151,0
1000,723,580,27,14,4,5.344487697234974,3.658949434370495,1
2500,612,473,59,8,35,1.8060789284246361,2.1880522472189385,0
500,799,498,48,19,9,3.142922575431261,1.851646795570324,1
1000,340,319,14,20,34,4.94532516545441,3.852213720658315,0
3000,508,389,63,38,20,3.2315733365601615,2.8425013898366345,0
2500,474,483,15,46,25,3.4543550253528332,3.189750888756886,0
1500,231,299,15,44,30,3.0687911546787103,4.310667720601099,0
500,455,166,85,41,29,4.419687597579298,1.275097391377395,0
2000,547,303,1,44,9,5.0428224716807035,2.6577553867935837,0
1000,534,265,12,24,23,4.474285917320539,3.9484567377221067,0
1000,779,569,48,4,27,2.3960901353023836,5.575147638303857,1
3000,242,295,45,41,6,4.1138926094651715,1.2874562623690906,0
100,325,412,30,29,39,1.2578474781305617,2.0599149841072997,0
2500,344,451,27,11,6,4.253675341421408,2.5416208316217954,0
3000,604,474,93,12,13,5.906286680123934,1.70421463282896,0
500,606,393,24,6,35,5.105642355484447,5.316266643879813,0
1500,226,217,100,38,25,1.9694361161929104,1.4670996190812193,0
2000,397,338,51,42,18,2.867964182768957,5.757120992622145,0
3000,351,459,20,14,11,2.1650682540361403,2.2761682550776494,0
50,571,246,56,16,3,5.596570091552674,4.869657247712312,0
2500,536,451,56,2,35,1.057609664834683,2.6664822957222207,0
1000,742,399,94,19,27,5.713448276488624,1.2846104409929757,1
1500,218,216,6,21,33,1.9482145123854662,2.1277772452457797,0
2500,679,357,71,8,34,5.031247722382895,4.563850215984116,0
100,731,236,77,27,15,3.1782102876457063,3.8745066392639367,1
1500,577,166,23,16,22,2.7154189739158365,5.908563520832148,0
50,648,475,0,26,27,4.550513332709442,3.0384912495613614,0
500,559,228,40,14,32,4.13044720883699,3.4639517650213016,0
1500,363,387,91,11,8,4.203485147049548,3.7570987646071785,0
50,759,265,1,13,26,4.74404003140361,1.3195803924351797,1
3000,312,437,36,11,16,5.995030023096974,5.297026753513082,0
2500,538,298,90,24,32,1.0677835740191184,1.4269711776341056,0
100,687,260,96,39,39,4.140923089688188,1.9690375901172836,0
2000,548,485,46,22,35,1.1280504348427791,5.672784582699414,0
100,706,168,93,8,21,3.4062142148649865,1.959874845969062,1
1500,373,383,98,21,21,1.1334959143712595,1.460367086521758,0
1000,708,428,9,18,25,4.971857779871737,3.3124487846425983,1
2500,645,571,63,6,26,2.4877238497456027,1.9084055234327215,1
1000,321,557,21,6,8,4.070979076679687,5.132238713336281,1
2500,688,579,94,21,7,5.684833801106828,2.186392429549314,1
2500,505,360,55,22,22,3.1357442854994524,2.2381443681373354,0
2500,422,350,16,21,4,2.5350787284903427,5.480777772624205,0
1000,391,260,8,10,33,2.8029510406561515,1.207062206720977,0
2500,718,197,18,26,11,4.952556842943164,4.03095216361899,1
1500,544,484,67,29,21,1.1711520539497786,4.8970542011752025,0
100,732,343,56,23,1,4.5426818915577405,3.587993899978585,1
50,489,172,78,38,30,3.6794233708150905,5.41141876925419,0
3000,375,291,15,7,39,2.154821539842421,4.974335165859326,0
2500,289,572,10,50,37,1.779551209799717,4.52419906180275,1
100,623,322,97,9,34,5.396749899432924,5.491705588656268,0
1500,786,469,88,27,23,2.507851091788078,2.086954816167764,1
2500,765,396,99,43,5,3.495231783558155,4.281920308876369,1
1500,238,193,100,26,14,1.8485693265791787,2.698416678314975,0
3000,334,451,59,34,7,5.846785235800496,1.1901877259507079,0
500,654,366,8,33,29,2.2020366025998923,3.154226588747415,0
1000,644,577,91,14,35,3.6920812439693225,3.7878585172789707,1
2500,268,293,73,20,26,1.9605788378172315,2.332866811942426,0
2000,769,590,33,43,17,5.364836010254102,4.3114708692614645,1
500,347,356,53,39,9,5.694076609365535,4.910444615478513,0
50,595,555,95,26,4,4.962019597971418,1.083012959472144,1
2500,212,451,80,30,16,4.534651793596904,1.12965595674769,0
2500,255,220,26,50,34,1.8397926475813489,4.292166919308578,0
2500,486,572,24,47,40,5.429589368481673,3.5993798788703284,1
100,531,418,78,0,40,3.181269451359924,4.724312037351178,0
3000,394,539,94,6,23,3.0472524965427423,1.699513564332976,1
1500,598,447,93,38,9,4.1994471513357805,5.115209656450055,0
3000,282,354,99,31,36,4.625113032640828,5.0009353718506375,0
3000,321,310,74,22,36,1.521194089625514,3.4682838301164023,0
1500,481,297,94,25,33,3.5633877486529655,1.6095657342320822,0
500,530,314,35,49,12,5.0681796735181575,5.028096652798089,0
2500,594,593,39,34,29,2.973723249557506,2.4343053545230227,1
100,521,310,9,5,27,3.823009774966388,1.284230310213434,0
2000,726,331,41,30,8,1.9046291968813869,4.983270414926283,1
2000,556,505,89,13,3,5.25124417530403,2.2450624324034965,1
50,245,539,1,47,11,3.2604851876290564,5.6507539288986575,1
2000,703,579,76,16,5,1.7857799272745714,5.746874172182406,1
2000,486,482,37,15,15,1.2771638231351115,1.0389340571056702,0
1500,259,338,63,46,30,2.9076357165851316,5.609027272203935,0
100,696,575,30,0,20,3.890542378173886,1.9200896912618677,1
50,689,480,41,45,18,2.8286145047619633,3.88224453701259,0
100,562,412,95,7,5,4.827179344889581,2.994880134880695,0
100,371,577,78,37,21,4.836886480659231,5.373253311338184,1
1500,510,331,77,30,19,5.275123581053368,4.345463966221803,0
500,487,373,23,50,26,1.4548457689622543,1.498765533413697,0
1000,474,343,68,13,17,4.425012358425958,2.264180009319931,0
3000,326,314,79,1,7,5.525820575356333,2.87580248911845,0
500,529,176,8,16,24,4.436755644295018,5.762670458809365,0
1000,283,582,5,45,14,3.5531454304856704,1.795576108875307,1
500,462,303,24,8,39,2.4874609426135343,5.518982800567114,0
2500,585,460,19,34,14,5.45942985852457,5.054606996372193,0
2500,790,198,70,35,4,4.121345456960472,3.7433658781950827,1
100,610,329,28,46,18,3.6869288623693715,4.059261550998898,0
500,305,239,58,34,15,4.683780153681637,1.008764535098758,0
500,350,540,12,28,6,2.7478921814747066,1.4244912886013137,1
1500,542,273,9,26,11,3.1060224586018164,5.752339047073108,0
1000,215,559,89,15,30,2.8533337265229752,1.57854288591672,1
1500,483,162,20,23,21,3.8195791445238654,3.499230347781598,0
2000,484,276,86,31,25,4.173725156912342,5.370822915722185,0
2000,563,592,19,14,16,4.391111834463102,4.180234339062395,1
500,427,483,17,37,30,4.372228940526752,1.7915592077020095,0
3000,460,151,100,44,19,5.587113062082626,2.3993364945435367,0
1000,737,224,37,25,16,4.98693587145018,3.6042307216422893,1
50,387,371,2,49,40,3.2809265474750724,3.172246213222735,0
1000,713,246,4,50,17,3.1902614271495313,2.102473769705279,1
100,765,496,44,24,6,4.435203572725596,5.570777218209118,1
1500,411,457,33,50,31,3.0730367067223137,4.17115366972601,0
3000,604,331,58,29,28,2.7840339640110807,1.505916790416359,0
1000,285,424,66,22,25,5.63741682341834,3.636015655622806,0
1500,327,445,13,50,11,3.019972354249609,1.4980699493365337,0
3000,341,160,9,8,13,1.081228839883316,1.223240098459222,0
3000,353,161,75,0,21,4.80372981202279,1.1882511736967967,0
50,641,466,15,8,2,5.642090283805934,4.2295645669067925,0
1000,706,205,86,0,8,2.932869843152333,3.2826555395735717,1
1500,389,570,69,12,26,1.1046954327098226,3.330168082622415,1
2000,707,340,35,42,10,3.5334276384975816,1.258704649839746,1
1000,372,466,28,3,10,2.659924628326114,1.0249350193452509,0
2500,436,585,88,27,37,3.631701705314865,1.296391855673841,1
50,764,269,55,21,0,3.487129376458375,1.0018583920628439,1
50,400,362,45,47,22,4.646841216779624,3.986611408253519,0
1500,737,275,62,46,26,2.871424414110287,1.2605199603988546,1
500,250,534,34,4,38,2.3270858075160237,4.401003607253357,1
